,sentence_id,word_sequence,passage_id,bin_id_audio,onset,offset,word,prominence_value,boundary_value,prominence_label,surprisal_2gram,surprisal_3gram,surprisal_4gram,surprisal_5gram,surprisal_6gram,surprisal_gpt2,surprisal_bert,sentence_seq,bin_id_video,word_prev,lemma_prev,syllable_num_prev,pos_prev,pos_detail_prev,word_len_prev,surprisal_prev,mean_f0_prev,meaningful_gesture_prev,beat_gesture_prev,gesture_corres_prev,mouth_dist_prev
4102,75S,19,75,4103,5.42,5.86,gently,1.004,0.235,1,11.9788516841035,13.525719880367,13.2031957769725,13.1371503014424,13.1371503014424,6.382969,0.495829045772552,2,985,gently,gently,2,1,RB,6,10.93706675,400.8504527,0,0,0,1.26
4103,75S,20,75,4104,5.86,6.31,touch,0.254,0.502,0,11.1703614297457,11.3148647974911,11.1807755626302,11.1807755626302,11.1807755626302,1.2519933,0.528503656387329,2,986,touch,touch,1,1,VB,5,7.860482105,482.8536733,0,0,0,0.423
4104,75S,21,75,4105,6.31,6.58,his,0.051,0.078,0,5.6682352088089,6.29301455949716,6.29301455949716,6.29301455949716,6.29301455949716,3.694425,0.590485274791717,,,,,,,,,,,,,,
4105,75S,22,75,4106,6.58,7.071,face,0.675,0.132,1,6.49098739032571,2.29521861739515,2.26346429576241,2.26346429576241,2.2634642957624,3.0978339,1.36422097682952,2,987,face,face,1,1,NN,4,7.612145752,420.0419036,0,0,0,0.311
4106,76S,1,76,4107,0.06,0.61,Caroline,1.919,0.425,2,9.69754941154521,9.69704984059503,9.69704984059503,9.69704984059503,9.69704984059503,7.8319736,7.26870393753051,1,988,Caroline,Caroline,,0,NNP,8,,326.2784236,0,0,0,
4107,76S,2,76,4108,0.61,0.896,said,1.16,0.978,1,7.60563393722122,7.78051176771666,7.74815988237043,7.74815988237043,7.74815988237043,2.9432628,0.350015342235565,1,989,said,say,1,1,VBD,4,6.237271078,352.4936229,0,0,0,0.89
4108,76S,3,76,4109,0.896,1.295,goodbye,0.432,0,0,8.67827150801817,7.96325152741818,7.89981150653596,7.89981150653596,7.89981150653595,5.6112065,3.91610169410705,1,990,goodbye,goodbye,2,1,NN,7,8.586479018,209.0737681,0,0,1,0.333
4109,76S,4,76,4110,1.295,1.44,to,0,0.354,0,0.853954779188099,0.316161401706802,0.311885781183807,0.311885781183807,0.311885781183807,9.00987,0.00807095132768154,,,,,,,,,,,,,,
4110,76S,5,76,4111,1.44,2.034,Edward,0.99,1.138,1,9.02677549673827,9.29596902875333,9.25682462542185,9.21180614608276,9.21180614608275,0.08754857,6.80810546875,1,991,Edward,Edward,,0,NNP,6,,413.903875,0,0,0,
4111,76S,7,76,4112,2.15,2.41,She,0.365,0,0,4.48894280851241,5.32214014023098,5.36370993307664,5.30022160203659,5.30022160203659,7.7218313,0.246043503284454,,,,,,,,,,,,,,
4112,76S,8,76,4113,2.41,2.832,moved,1.074,0.445,1,6.21511882184555,6.21041846308133,6.10667404610088,6.04318571506084,6.04318571506084,1.8786621,2.01748633384704,2,992,moved,move,1,1,VBD,5,7.648089045,289.3730325,0,0,1,0.621
4113,76S,9,76,4114,2.832,3.3,close,0.676,0.86,1,8.84814539432582,9.48333448606608,9.66394969678167,9.66830529669236,9.66830529669235,5.569187,2.28438091278076,2,993,close,close,1,1,RB,5,7.779463969,420.5405436,0,0,1,0.477
4114,76S,10,76,4115,3.3,3.41,to,0,0,0,1.04637043217496,0.793595903314542,0.789163789446508,0.789163789446508,0.789163789446508,7.728975,0.0337261073291301,,,,,,,,,,,,,,
4115,76S,11,76,4116,3.41,3.79,him,0.428,0.374,0,5.86386444800413,4.60547541834886,5.84167800802547,5.86387597656452,5.86387597656451,0.16580975,0.517192244529724,,,,,,,,,,,,,,
4116,76S,12,76,4117,3.79,4.01,and,0.023,0,0,3.28726551230485,2.958495674075,3.28638796926763,2.90832804558512,2.90832804558511,1.2854879,0.0581331029534339,,,,,,,,,,,,,,
4117,76S,14,76,4118,4.079,4.52,touched,0.486,0.323,0,11.7490369694811,12.156137885762,12.5069508804343,12.5382448831201,12.4775903820193,2.023083,2.48272538185119,2,994,touched,touch,1,1,VBD,7,8.696031698,518.2651887,0,0,1,0.423
4118,76S,15,76,4119,4.52,4.809,his,0.232,0.091,0,4.59475193576057,4.99776707534179,4.94810039024975,4.94810039024975,4.94810039024975,6.6864357,0.00180808070581406,,,,,,,,,,,,,,
4119,76S,16,76,4120,4.809,5.23,cheek,0.504,0.077,1,10.1710735009537,9.7845065976624,9.67571541612701,9.67571541612701,9.675715416127,1.2084653,1.40609455108642,2,995,cheek,cheek,1,1,NN,5,9.920596163,523.7439418,0,0,1,1.258
4120,77S,1,77,4121,0.028,0.26,Bob,1.461,0,1,8.40487389431467,8.40460050273973,8.40460050273973,8.40460050273973,8.40460050273973,8.872032,8.61466884613037,1,996,Bob,Bob,1,0,NNP,3,,257.3696651,0,0,0,
4121,77S,3,77,4122,0.314,0.94,tilted,1.58,0.819,2,13.4855455923075,13.6923789452634,13.6566316243931,13.6566316243931,13.6566316243931,13.461198,6.01511049270629,1,997,tilted,tilted,2,1,JJ,6,14.91062492,421.7077059,0,0,1,0.906
4122,77S,5,77,4123,1.015,1.1,the,0,0,0,3.25075483604313,3.04571554667533,3.04571554667533,3.04571554667533,3.04571554667533,2.5554743,1.28465819358825,,,,,,,,,,,,,,
4123,77S,6,77,4124,1.1,1.46,mug,0.635,0.634,1,15.3608042822662,14.1932663472442,14.1467667223846,14.1467667223846,14.1467667223846,7.869661,3.39191102981567,1,998,mug,mug,1,1,NN,3,inf,267.6296264,0,0,1,1.15
4124,77S,7,77,4125,1.46,1.65,in,0.31,0,0,2.9284709109901,3.49020358429703,3.42676328892527,3.42676328892527,3.42676328892527,3.2298732,0.000493285537231713,,,,,,,,,,,,,,
4125,77S,8,77,4126,1.65,1.99,front,0.87,0.704,1,5.97681524392361,2.83189890550867,3.07222107945679,3.07222107945679,3.07222107945678,3.1592698,0.0802615880966186,1,999,front,front,1,1,NN,5,6.858163724,254.4946199,0,0,0,0.831
4126,77S,9,77,4127,1.99,2.08,of,0.044,0.078,0,0.992880245132082,0.0638090977928241,0.107322139287818,0.114775842513641,0.114775842513641,0.008747709,0.000768485362641513,,,,,,,,,,,,,,
4127,77S,10,77,4128,2.08,2.61,Sally,0.887,0.414,1,11.4480701760555,12.6163503307749,12.7071185295692,12.4318296829829,12.3711751818822,10.649285,8.53971099853515,1,1000,Sally,Sally,2,0,NNP,5,,364.7767103,0,0,0,
4128,77S,12,77,4129,3.12,3.347,She,0.712,0,1,4.48894280851241,5.40374313351619,5.37028285943544,5.30679452839539,5.30679452839539,2.526002,0.188584670424461,,,,,,,,,,,,,,
4129,77S,13,77,4130,3.347,3.511,could,0.194,0.097,0,6.11934942375881,6.12373960935067,6.41339359116047,6.41339359116047,6.41339359116047,5.186656,0.702048122882843,2,1001,could,could,1,0,MD,5,,309.3757357,0,0,0,
4130,77S,14,77,4131,3.511,4,drink,1.334,1.245,1,9.36798739652294,10.1503539330397,10.5839562647591,10.0334038246235,10.0334038246234,9.86682,6.91791534423828,2,1002,drink,drink,1,1,VB,5,8.079929416,335.2649959,0,0,1,0.724
4131,77S,16,77,4132,4.09,4.379,or,1.53,0.812,2,4.57345072452605,4.866301960417,4.80286193953478,4.80286193953478,4.80286193953478,5.4338894,1.88980317115783,,,,,,,,,,,,,,
4132,77S,17,77,4133,4.379,4.74,turn,0.49,0,0,8.59325715881602,8.77348369235279,8.66285233298772,8.66285233298772,8.66285233298771,8.023551,0.187079325318336,2,1003,turn,turn,1,1,VB,4,7.800809111,363.5666253,0,0,1,1.193
4133,77S,18,77,4134,4.74,4.88,her,0,0.453,0,5.6964379103733,6.29666581926601,6.20406897120244,6.20406897120244,6.20406897120244,2.31176,0.0132140386849641,,,,,,,,,,,,,,
4134,77S,19,77,4135,4.88,5.14,head,1.143,0,1,6.01365722905173,3.82139387122945,4.70299111884497,4.70299111884497,4.70299111884496,0.43160278,1.22389030456542,2,1004,head,head,1,1,NN,4,6.832954128,317.5647394,0,0,1,0.752
4135,77S,20,77,4136,5.14,5.51,away,0.275,1.153,0,8.08073085165418,9.4580913306472,9.19776765340362,9.13427932236358,9.13427932236358,3.1983228,0.127677887678146,2,1005,away,away,2,1,RB,4,7.132788371,273.8848872,0,0,1,0.696
4136,78S,0,78,4137,0,0.27,Joe,1.444,0,1,8.41343686978819,8.41313932313435,8.41313932313435,8.41313932313435,8.41313932313435,8.740086,6.55658721923828,1,1006,Joe,Joe,,0,NNP,3,,251.2482292,0,0,0,
4137,78S,1,78,4138,0.27,0.49,was,0.087,0.671,0,4.23169506097638,4.99792792620816,4.95983975859992,4.95983975859992,4.95983975859991,5.7360706,0.129094243049621,1,1007,was,be,1,0,VBD,3,3.365002907,289.5299185,0,0,0,
4138,78S,2,78,4139,0.49,0.83,very,0.786,0.336,1,6.0708850028216,6.47969269501911,6.37649835506293,6.37649835506293,6.37649835506293,4.919439,0.967707872390747,1,1008,very,very,2,1,RB,4,6.112762693,212.8242444,0,0,0,0.637
4139,78S,3,78,4140,0.83,1.522,frightened,2.131,1.345,2,10.4262181096874,10.9315028339879,10.7036018603901,10.7036018603901,10.70360186039,8.479712,5.5315933227539,1,1009,frightened,frightened,2,1,JJ,10,11.99753007,416.4106335,0,0,0,0.75
4140,78S,4,78,4141,1.522,1.88,now,1.798,0.206,2,9.34998637294446,9.36557298659009,9.30213186774973,9.30213186774973,9.30213186774973,7.86823,0.385338068008422,1,1010,now,now,1,1,RB,3,7.010200167,241.6958512,0,0,0,0.488
4141,78S,6,78,4142,2.24,2.427,He,0.173,0.048,0,3.34230972183918,4.17981599024783,3.96553985360282,3.96553985360282,3.96553985360282,1.9193785,0.0571924671530723,,,,,,,,,,,,,,
4142,78S,7,78,4143,2.427,2.71,got,1.252,0.071,1,6.93507906506166,6.96264604886749,6.87648378443806,6.82937643975233,6.82937643975232,4.6365557,0.165681272745132,2,1011,got,get,1,1,VBD,3,6.077791701,447.6195476,0,0,1,0.915
4143,78S,8,78,4144,2.71,2.99,up,0.578,0.656,1,4.43319206291996,4.11654203553311,4.01651859866291,3.95764388769464,3.95764388769464,1.0998877,0.0562717914581298,2,1012,up,up,1,1,RB,2,5.993344477,235.2808694,0,0,1,0.87
4144,78S,9,78,4145,2.99,3.1,and,0,0,0,3.44487877463903,1.26161428166879,1.78789827871744,1.81180906194282,1.82158226176763,0.7282686,0.00721634086221456,,,,,,,,,,,,,,
4145,78S,10,78,4146,3.1,3.307,went,0.465,0,0,7.14317781476502,6.25063557150803,5.01235729198238,5.23084437255415,5.23084437255415,1.8630896,0.0697394609451294,2,1013,went,go,1,1,VBD,4,5.994770388,255.2473863,0,0,1,0.578
4146,78S,11,78,4147,3.307,3.43,to,0,0.413,0,1.55960053049959,1.57093241913792,1.24759198387212,0.976871054850305,1.08619570679321,0.7782778,0.760619461536407,,,,,,,,,,,,,,
4147,78S,12,78,4148,3.43,3.533,the,0,0.458,0,1.88086513867158,1.54380818694893,1.38418346531644,1.34666829460847,1.1875224199664,1.2289449,0.00924933794885873,,,,,,,,,,,,,,
4148,78S,13,78,4149,3.533,4.127,bathroom,0.948,0,1,9.83112260608394,8.62724280586306,5.94444524226819,5.55894390734426,5.81939988854276,1.99878,0.88032591342926,2,1014,bathroom,bathroom,2,1,NN,8,10.02385856,251.7074761,0,0,0,0.179
4149,78S,14,78,4150,4.127,4.246,to,0,0.129,0,3.43768934478897,3.02752265491325,2.55507648590111,2.18572556612371,1.7437083460339,2.5409613,0.000235172279644757,,,,,,,,,,,,,,
4150,78S,15,78,4151,4.246,4.65,wash,0.49,0.746,0,9.92934154876376,4.36004993500199,3.94978580134203,4.26827463411089,4.32961535904422,3.0729744,0.0693487003445625,2,1015,wash,wash,1,1,VB,4,8.663614346,376.7341783,0,0,1,0.181
4151,78S,16,78,4152,4.65,4.85,his,-0.082,0,0,3.91812617859819,2.99976901822494,1.61102710523287,1.43600352079538,1.65957538272243,0.56414235,0.00160886498633772,,,,,,,,,,,,,,
4152,78S,17,78,4153,4.85,5.37,face,1.695,0.315,2,6.49098739032571,7.34386809197092,7.47438292413223,7.55367142167462,7.57564979858721,1.18503,2.01659870147705,2,1016,face,face,1,1,NN,4,7.182665791,416.4193186,0,0,1,0.311
4153,79S,1,79,4154,0.2,0.35,On,1.81,0,2,3.56108721233694,3.56108556539974,3.56108556539974,3.56108556539974,3.56108556539973,5.8196106,0.0255827158689498,,,,,,,,,,,,,,
4154,79S,2,79,4155,0.35,0.47,the,0,0,0,1.74141869159383,2.17435373925831,2.17413524559,2.17413524559,2.17413524558999,2.216631,0.000473744701594114,,,,,,,,,,,,,,
4155,79S,3,79,4156,0.47,0.73,other,0.042,0.311,0,5.66786245202299,2.35271923376089,2.78141451609764,2.78088777068368,2.78088777068368,2.4025826,0.0304917600005865,1,1017,other,other,2,1,JJ,5,6.245514192,463.4988729,0,0,0,0.753
4156,79S,4,79,4157,0.73,1.23,hand,0.727,0.932,1,3.94068866923715,2.17401611713264,0.116933870644809,0.239320372930399,0.238856691486667,0.18976054,0.172770977020263,1,1018,hand,hand,1,1,NN,4,5.900286482,239.1129427,0,0,0,0.805
4157,79S,5,79,4158,1.23,1.35,it,0,0.017,0,5.87944776777535,6.61578625245045,6.5924908747582,8.40934148595485,8.10476790006477,5.226784,0.0611431747674942,,,,,,,,,,,,,,
4158,79S,6,79,4159,1.35,1.7,takes,0.399,0.282,0,6.55400085447355,7.66171434474288,7.28763671520608,7.3365370255218,7.35851540243439,5.8222485,0.698977470397949,1,1019,takes,take,1,1,VBZ,5,6.567051849,423.3099247,0,0,0,0.779
4159,79S,7,79,4160,1.7,1.89,no,1.155,0.42,1,6.21902919973361,7.11966778625791,6.61372812993152,6.61372812993152,6.61372812993152,5.773925,0.20813800394535,,,,,,,,,,,,,,
4160,79S,8,79,4161,1.89,2.23,time,0.555,0,1,5.39927828677134,6.52830259540884,6.46350000848448,6.46350000848448,6.46350000848448,2.218659,0.394620060920715,1,1020,time,time,1,1,NN,4,5.750268247,406.7056871,0,0,0,0.616
4161,79S,9,79,4162,2.23,2.4,at,0.047,0.424,0,4.4850453316324,5.35095001264253,4.6208720852376,4.6208720852376,4.6208720852376,1.0737125,0.000797907006926834,,,,,,,,,,,,,,
4162,79S,10,79,4163,2.4,2.539,all,0.441,0,0,4.90548918411565,5.33657005498427,2.47202391339178,2.86166647190109,2.86166647190108,0.016303193,0.00105920946225523,,,,,,,,,,,,,,
4163,79S,11,79,4164,2.539,2.691,to,0,0.163,0,5.83741079374442,4.54523292603733,4.82081959376703,4.86971990408274,4.80906540298207,0.4047977,0.0026605469174683,,,,,,,,,,,,,,
4164,79S,12,79,4165,2.691,2.99,load,0.59,0.413,1,9.18955986738588,9.41959252669748,9.65303928682136,9.54515062687068,9.54515062687068,8.043618,4.49829053878784,1,1021,load,load,1,1,VB,4,9.153427447,189.7946507,0,0,1,0.369
4165,79S,13,79,4166,2.99,3.06,the,0,0,0,3.52571484416885,1.26265940056594,1.33158852588565,1.33158852588565,1.33158852588565,1.7488437,0.10154078900814,,,,,,,,,,,,,,
4166,79S,14,79,4167,3.06,3.78,dishwashers,0.908,0.332,1,19.2103915224159,18.4976234539452,18.8231175340874,18.6010423263394,18.6010423263394,8.880396,0.000684027327224612,1,1022,dishwashers,dishwasher,3,1,NNS,11,10.70351787,481.8845634,0,0,0,0.761
4167,79S,16,79,4168,4.362,4.45,They,0,0,0,4.58429470801935,4.68452236510215,4.68452236510215,4.68452236510215,4.68452236510215,0.0011070797,2.41173243522644,,,,,,,,,,,,,,
4168,79S,17,79,4169,4.45,4.71,wash,2.028,0,2,10.6849892741319,10.4857417139118,10.228504396978,10.228504396978,10.228504396978,6.814125,0.00506249954923987,2,1023,wash,wash,1,1,VBP,4,6.538850745,393.4715215,0,0,1,0.181
4169,79S,18,79,4170,4.71,4.8,the,0,0.721,0,2.7753526892494,3.56236413764476,3.66682607026464,3.60333773922459,3.60333773922459,4.29764,2.34316420555114,,,,,,,,,,,,,,
4170,79S,20,79,4171,4.82,5.26,pots,1.191,1.228,1,13.3695529033825,12.6044045462959,12.5273564323224,12.5273564323224,12.5273564323223,8.643558,4.85680770874023,2,1024,pots,pot,1,1,NNS,4,8.976348952,409.1366246,0,0,0,0.577
4171,79S,21,79,4172,5.26,5.367,and,0.613,0.302,1,1.77596319933019,1.96096475278418,1.88715396836365,1.88715396836365,1.88715396836365,1.9714295,0.533046603202819,,,,,,,,,,,,,,
4172,79S,22,79,4173,5.367,6.04,pans,1.51,1.208,2,12.2216892801326,1.34755393508691,1.01668521264247,1.13956058936425,1.13956058936424,6.4249654,0.0772117227315902,2,1025,pans,pan,1,1,NNS,4,7.745902994,367.1254988,0,0,0,0.867
4173,79S,23,79,4174,6.04,6.18,as,0.113,0.086,0,5.64181778716755,5.93890110267933,6.10222676668615,6.19272047594736,6.13206597484669,1.4166434,0.010983956977725,,,,,,,,,,,,,,
4174,79S,24,79,4175,6.18,6.36,well,1.536,0,2,2.95818412845497,3.79066614045038,3.72722584507862,3.72722584507862,3.72722584507861,1.3169494,0.00486096506938338,2,1026,well,well,1,1,RB,4,6.215384329,311.6421449,0,0,1,0.399
4175,79S,25,79,4176,6.36,6.484,as,0.078,0,0,0.725626050290514,0.193967702584796,0.583664043886987,0.583664043886987,0.583664043886987,3.8100681,0.0041936794295907,,,,,,,,,,,,,,
4176,79S,26,79,4177,6.484,7.06,cutlery,0.353,0.57,0,15.9095055649908,16.4564610942851,16.5958940913757,15.8802625480961,15.880262548096,1.9045587,0.000368050561519339,2,1027,cutlery,cutlery,3,1,NN,7,9.269150151,326.8090139,0,0,0,0.9
4177,79S,27,79,4178,7.06,7.107,and,0.154,0.287,0,2.00988180696141,2.61603100406142,2.61603100406142,2.61603100406142,2.61603100406141,0.26330626,0.00444602593779563,,,,,,,,,,,,,,
